100;air_base;4463.00;10.30;999.00;0.97;0
100;anti_air_building;4446.00;10.32;1014.00;0.53;0
100;anti_air_building;4467.00;10.18;994.00;1.04;0
100;anti_air_building;4474.00;9.90;994.00;4.66;0
100;arms_factory;4451.00;13.25;1022.00;4.08;0
100;arms_factory;4459.00;11.13;1015.00;1.92;0
100;arms_factory;4462.00;10.68;1001.00;1.41;0
100;arms_factory;4468.00;9.60;991.00;5.03;0
100;arms_factory;4476.00;10.70;997.00;3.47;0
100;arms_factory;4476.00;10.85;998.00;5.63;0
100;bunker;4447.00;11.00;1018.00;0.37;0
100;bunker;4461.00;10.78;1016.00;5.70;0
100;bunker;4463.00;9.53;977.00;1.48;0
100;bunker;4464.00;9.60;983.00;2.43;0
100;bunker;4465.00;10.30;998.00;3.64;0
100;bunker;4466.00;10.38;1007.00;5.10;0
100;bunker;4472.00;9.73;993.00;3.03;0
100;bunker;4479.00;9.65;991.00;4.15;0
100;coastal_bunker;4462.00;9.50;972.00;0.79;0
100;coastal_bunker;4471.00;9.55;986.00;1.25;0
100;coastal_bunker;4475.00;9.50;988.00;0.79;0
100;coastal_bunker;4479.00;9.50;989.00;0.46;0
100;dockyard;4473.00;9.50;989.00;0.79;0
100;industrial_complex;4451.00;10.80;1015.00;6.14;0
100;industrial_complex;4463.00;10.50;1009.00;3.98;0
100;industrial_complex;4464.00;9.60;984.00;3.47;0
100;industrial_complex;4470.00;10.55;1004.00;4.59;0
100;industrial_complex;4479.00;9.65;994.00;1.92;0
100;industrial_complex;4481.00;9.60;995.00;5.19;0
100;naval_base;4461.00;11.00;972.00;0.00;5244
100;naval_base;4470.00;11.00;981.00;0.00;5244
100;naval_base;4476.00;11.00;988.00;0.00;5244
100;naval_base;4481.00;11.00;991.00;0.00;5244
100;nuclear_reactor;4449.00;11.55;1019.00;4.66;0
100;radar_station;4444.00;10.20;1013.00;3.70;0
100;rocket_site;4470.00;10.60;1017.00;3.10;0
100;synthetic_refinery;4473.00;11.00;1000.00;2.59;0
101;air_base;3237.00;11.38;855.00;0.37;0
101;anti_air_building;3204.00;11.30;831.00;2.43;0
101;anti_air_building;3223.00;11.20;875.00;1.48;0
101;anti_air_building;3225.00;11.30;844.00;5.10;0
101;arms_factory;3207.00;11.25;843.00;3.47;0
101;arms_factory;3217.00;10.90;854.00;5.03;0
101;arms_factory;3217.00;11.20;870.00;1.41;0
101;arms_factory;3220.00;11.30;818.00;4.08;0
101;arms_factory;3220.00;11.30;829.00;1.92;0
101;arms_factory;3221.00;11.20;873.00;6.14;0
101;bunker;3211.00;11.30;835.00;5.70;0
101;bunker;3217.00;11.40;872.00;3.03;0
101;industrial_complex;3212.00;11.30;838.00;5.19;0
101;industrial_complex;3216.00;11.00;861.00;4.59;0
101;industrial_complex;3219.00;11.28;823.00;3.64;0
101;industrial_complex;3224.00;11.18;845.00;1.92;0
101;industrial_complex;3224.00;11.50;891.00;3.98;0
101;industrial_complex;3234.00;11.20;817.00;0.97;0
101;nuclear_reactor;3213.00;11.13;863.00;6.21;0
101;radar_station;3198.00;11.35;816.00;4.92;0
101;rocket_site;3217.00;10.90;847.00;2.09;0
101;synthetic_refinery;3218.00;11.30;810.00;4.15;0
102;air_base;3188.00;13.73;861.00;5.70;0
102;anti_air_building;3178.00;12.53;858.00;0.88;0
102;anti_air_building;3179.00;11.23;830.00;4.15;0
102;anti_air_building;3214.00;11.00;931.00;2.09;0
102;arms_factory;3175.00;11.73;904.00;6.14;0
102;arms_factory;3183.00;11.57;948.00;1.92;0
102;arms_factory;3189.00;11.40;914.00;5.19;0
102;arms_factory;3195.00;11.30;827.00;3.47;0
102;arms_factory;3203.00;11.10;929.00;3.98;0
102;arms_factory;3216.00;11.65;918.00;4.08;0
102;bunker;3172.00;12.00;890.00;1.48;0
102;bunker;3186.00;11.68;849.00;2.43;0
102;bunker;3202.00;12.00;906.00;5.10;0
102;industrial_complex;3166.00;12.05;874.00;3.64;0
102;industrial_complex;3179.00;12.38;863.00;0.37;0
102;industrial_complex;3181.00;12.60;884.00;3.03;0
102;industrial_complex;3202.00;12.43;898.00;0.97;0
102;industrial_complex;3203.00;11.82;911.00;4.59;0
102;industrial_complex;3206.00;12.38;887.00;1.92;0
102;nuclear_reactor;3187.00;11.35;943.00;0.53;0
102;radar_station;3145.00;11.10;859.00;5.64;0
102;rocket_site;3214.00;11.95;913.00;4.15;0
102;synthetic_refinery;3208.00;10.90;962.00;6.21;0
103;air_base;2475.00;10.65;1884.00;5.10;0
103;anti_air_building;2467.00;10.53;1897.00;0.44;0
103;anti_air_building;2522.00;9.55;1927.00;1.04;0
103;anti_air_building;2555.00;12.00;1902.00;2.59;0
103;arms_factory;2491.00;11.30;1905.00;1.92;0
103;arms_factory;2498.00;10.65;1912.00;3.98;0
103;arms_factory;2526.00;9.70;1922.00;3.47;0
103;arms_factory;2534.00;14.85;1893.00;5.19;0
103;arms_factory;2541.00;10.53;1876.00;6.14;0
103;arms_factory;2568.00;11.98;1890.00;4.59;0
103;bunker;2476.00;9.80;1877.00;0.88;0
103;bunker;2517.00;12.10;1886.00;1.48;0
103;bunker;2527.00;11.85;1913.00;4.15;0
103;bunker;2688.00;9.60;1800.00;2.09;0
103;coastal_bunker;2457.00;9.50;1874.00;-0.40;0
103;coastal_bunker;2494.00;9.73;1924.00;-2.74;0
103;coastal_bunker;2538.00;9.50;1870.00;-0.24;0
103;coastal_bunker;2690.00;9.50;1791.00;-3.14;0
103;dockyard;2574.00;9.57;1921.00;-4.29;0
103;industrial_complex;2492.00;10.55;1912.00;5.70;0
103;industrial_complex;2514.00;11.78;1884.00;3.64;0
103;industrial_complex;2519.00;11.95;1914.00;0.37;0
103;industrial_complex;2525.00;9.73;1928.00;0.97;0
103;industrial_complex;2556.00;12.15;1900.00;3.03;0
103;industrial_complex;2578.00;10.13;1892.00;2.43;0
103;naval_base;2460.00;11.00;1915.00;0.00;8436
103;naval_base;2489.00;11.00;1922.00;0.00;8490
103;naval_base;2590.00;11.00;1914.00;0.00;8413
103;naval_base;2684.00;11.00;1796.00;0.00;8300
103;nuclear_reactor;2467.00;9.70;1876.00;5.16;0
103;radar_station;2431.00;9.50;1895.00;2.93;0
103;rocket_site;2576.00;10.48;1916.00;1.04;0
103;synthetic_refinery;2544.00;13.13;1900.00;3.10;0
104;air_base;3146.00;12.00;1977.00;4.15;0
104;anti_air_building;3013.00;12.50;1838.00;5.33;0
104;anti_air_building;3134.00;10.65;1982.00;2.66;0
104;anti_air_building;3179.00;11.55;1965.00;2.07;0
104;arms_factory;2943.00;9.80;1821.00;3.98;0
104;arms_factory;2977.00;10.53;1816.00;0.97;0
104;arms_factory;3020.00;11.70;1872.00;1.92;0
104;arms_factory;3045.00;13.10;1904.00;4.59;0
104;arms_factory;3144.00;12.13;1981.00;3.64;0
104;arms_factory;3158.00;11.80;1956.00;5.19;0
104;bunker;2898.00;10.23;1784.00;4.66;0
104;bunker;2917.00;12.13;1773.00;4.36;0
104;bunker;2918.00;11.45;1787.00;1.69;0
104;bunker;2930.00;10.60;1803.00;3.11;0
104;bunker;2933.00;14.10;1785.00;4.66;0
104;bunker;2934.00;14.57;1782.00;5.91;0
104;bunker;2942.00;9.98;1810.00;1.11;0
104;bunker;2943.00;13.05;1797.00;2.66;0
104;bunker;2946.00;13.80;1791.00;0.88;0
104;bunker;2954.00;10.68;1813.00;3.41;0
104;bunker;2957.00;12.65;1804.00;1.04;0
104;bunker;2968.00;9.90;1816.00;1.86;0
104;bunker;2973.00;9.80;1826.00;4.87;0
104;bunker;2974.00;12.13;1808.00;3.91;0
104;bunker;2980.00;10.55;1838.00;3.10;0
104;bunker;2987.00;11.65;1820.00;3.27;0
104;bunker;2988.00;12.10;1814.00;5.23;0
104;bunker;2992.00;10.00;1852.00;0.67;0
104;bunker;2992.00;10.18;1837.00;4.52;0
104;bunker;2993.00;10.45;1844.00;6.08;0
104;bunker;2993.00;11.50;1823.00;2.80;0
104;bunker;2993.00;13.23;1801.00;2.90;0
104;bunker;3007.00;10.68;1867.00;2.09;0
104;bunker;3009.00;11.90;1837.00;3.85;0
104;bunker;3011.00;11.98;1848.00;0.53;0
104;bunker;3012.00;12.15;1846.00;5.77;0
104;bunker;3015.00;13.07;1835.00;6.21;0
104;bunker;3017.00;10.82;1886.00;1.78;0
104;bunker;3019.00;10.20;1894.00;0.09;0
104;bunker;3019.00;11.23;1875.00;0.67;0
104;bunker;3019.00;12.30;1865.00;0.60;0
104;bunker;3022.00;11.50;1874.00;4.72;0
104;bunker;3034.00;11.95;1906.00;5.47;0
104;bunker;3036.00;12.48;1899.00;1.55;0
104;bunker;3040.00;12.70;1901.00;1.18;0
104;bunker;3049.00;9.90;1924.00;2.59;0
104;bunker;3053.00;11.82;1911.00;2.83;0
104;bunker;3055.00;10.38;1931.00;5.40;0
104;bunker;3061.00;9.98;1956.00;2.29;0
104;bunker;3065.00;9.80;1940.00;5.40;0
104;bunker;3071.00;10.00;1952.00;0.30;0
104;bunker;3076.00;9.70;1971.00;1.85;0
104;bunker;3082.00;12.65;1939.00;2.36;0
104;bunker;3098.00;10.25;1966.00;2.06;0
104;bunker;3108.00;9.90;1974.00;0.44;0
104;bunker;3109.00;12.95;1950.00;5.16;0
104;bunker;3116.00;10.30;1968.00;4.96;0
104;bunker;3116.00;9.50;1993.00;3.34;0
104;bunker;3140.00;11.25;1978.00;6.01;0
104;bunker;3156.00;11.53;1966.00;4.96;0
104;bunker;3156.00;11.57;1980.00;2.22;0
104;bunker;3156.00;11.65;1964.00;1.62;0
104;bunker;3158.00;9.55;2006.00;2.16;0
104;bunker;3169.00;11.50;1981.00;3.17;0
104;bunker;3174.00;11.18;1982.00;2.59;0
104;bunker;3178.00;11.45;1962.00;5.33;0
104;bunker;3184.00;11.55;1980.00;5.91;0
104;bunker;3185.00;10.30;2000.00;4.15;0
104;bunker;3189.00;11.00;1975.00;1.34;0
104;bunker;3190.00;11.03;1956.00;5.57;0
104;bunker;3195.00;10.35;2004.00;2.23;0
104;bunker;3199.00;9.73;1990.00;5.33;0
104;bunker;3212.00;11.48;1988.00;4.83;0
104;bunker;3216.00;10.70;1996.00;2.73;0
104;bunker;3228.00;10.13;1999.00;3.78;0
104;bunker;3237.00;9.60;2015.00;2.74;0
104;bunker;3257.00;10.28;2009.00;5.84;0
104;bunker;3262.00;9.80;1984.00;6.28;0
104;bunker;3265.00;9.70;1997.00;4.89;0
104;bunker;3273.00;9.70;1977.00;4.22;0
104;bunker;3278.00;9.80;2003.00;1.04;0
104;coastal_bunker;2894.00;9.50;1781.00;-1.57;0
104;coastal_bunker;2910.00;9.85;1793.00;-2.36;0
104;coastal_bunker;2931.00;9.80;1804.00;-2.16;0
104;coastal_bunker;2939.00;9.50;1801.00;-2.36;0
104;coastal_bunker;2940.00;9.50;1814.00;-2.36;0
104;coastal_bunker;2947.00;9.57;1817.00;-4.39;0
104;coastal_bunker;2962.00;9.88;1815.00;-3.14;0
104;coastal_bunker;2973.00;9.50;1824.00;-0.79;0
104;coastal_bunker;2975.00;9.50;1830.00;-2.60;0
104;coastal_bunker;2978.00;9.50;1847.00;-2.21;0
104;coastal_bunker;2978.00;9.50;1856.00;-1.65;0
104;coastal_bunker;2979.00;9.65;1824.00;-2.27;0
104;coastal_bunker;2982.00;9.50;1834.00;-1.03;0
104;coastal_bunker;3001.00;9.50;1862.00;-1.77;0
104;coastal_bunker;3006.00;9.70;1880.00;-1.89;0
104;coastal_bunker;3010.00;9.50;1896.00;-2.21;0
104;coastal_bunker;3011.00;9.68;1886.00;-1.57;0
104;coastal_bunker;3022.00;9.50;1904.00;-2.50;0
104;coastal_bunker;3025.00;9.50;1943.00;-1.33;0
104;coastal_bunker;3041.00;9.50;1918.00;-1.70;0
104;coastal_bunker;3045.00;9.50;1927.00;-1.57;0
104;coastal_bunker;3048.00;9.50;1910.00;-2.62;0
